name,location.coordinate.longitude,location.coordinate.latitude,review_count,rating,categories
Joanie's Catering,-122.375585138798,47.5356048345566,10,4.5,"[[""Caterers"",""catering""]]"
The Bridge,-122.387666,47.546536,78,4,"[[""Sports Bars"",""sportsbars""]]"
Sushi-Itto Seattle,-122.2552261,47.4581146,2,3.5,"[[""Sushi Bars"",""sushi""]]"
Burger King,-122.2962189,47.4428596,3,3,"[[""Burgers"",""burgers""]]"
Silver Dollar Casino Restaurant & Lounge,-122.2614288,47.4774704,3,2.5,"[[""Restaurants"",""restaurants""],[""Casinos"",""casinos""]]"
Subway,-122.253991368369,47.4608289479908,1,4,"[[""Sandwiches"",""sandwiches""],[""Fast Food"",""hotdogs""]]"
Wok's Teriyaki,-122.325821,47.545635,7,2.5,"[[""Delis"",""delis""]]"
Costco Food Court,-122.24834,47.445595,7,4,"[[""Pizza"",""pizza""],[""Fast Food"",""hotdogs""],[""Ice Cream \u0026 Frozen Yogurt"",""icecream""]]"
Subway,-122.385420799255,47.5607512146235,6,3,"[[""Fast Food"",""hotdogs""],[""Sandwiches"",""sandwiches""]]"
Wendy's,-122.2867813,47.46838,1,4,"[[""Burgers"",""burgers""],[""Fast Food"",""hotdogs""]]"
On Safari Foods,-122.330394,47.5740399,21,5,"[[""Caterers"",""catering""]]"
Dilettante Chocolate,-122.2962875,47.4406013,2,4,"[[""Cafes"",""cafes""]]"
Africa Lounge,-122.300109157938,47.4413468581064,90,2,"[[""Lounges"",""lounges""]]"
Burger King,-122.254428416491,47.4544854462147,7,1.5,"[[""Burgers"",""burgers""],[""Fast Food"",""hotdogs""]]"
Jack In The Box,-122.2961807,47.4349518,17,3,"[[""Fast Food"",""hotdogs""]]"
Alaska Lodge,-122.30273622122002,47.444315102423694,134,2,"[[""Sports Bars"",""sportsbars""]]"
Pit Stop Bottle Shop,-122.33731782209,47.4662295059172,19,4,"[[""Bars"",""bars""]]"
Pretzelmaker,-122.261109,47.459096,7,2.5,"[[""Fast Food"",""hotdogs""],[""Pretzels"",""pretzels""]]"
Quiznos,-122.2962875,47.4406013,3,1,"[[""Fast Food"",""hotdogs""],[""Sandwiches"",""sandwiches""]]"
West Side Public House,-122.386592518777,47.5594822102859,18,3,"[[""Sports Bars"",""sportsbars""]]"
China Pavillion,-122.255737304688,47.4625015258789,11,2.5,"[[""Chinese"",""chinese""]]"
Auntie Anne's,-122.2584152,47.4570541,8,3.5,"[[""Bakeries"",""bakeries""],[""Fast Food"",""hotdogs""],[""Pretzels"",""pretzels""]]"
Johnny Rockets,-122.258595456067,47.4590764052448,9,2.5,"[[""American (Traditional)"",""tradamerican""],[""Burgers"",""burgers""],[""Sandwiches"",""sandwiches""]]"
El Flamingo Bar & Restaurant,-122.269592285156,47.4522370718402,1,1,"[[""American (New)"",""newamerican""]]"
Ivar's Seafood Bar,-122.2552261,47.4581146,4,2.5,"[[""Seafood"",""seafood""],[""Fast Food"",""hotdogs""]]"
Tacos El Asadero,-122.28776550293,47.5648307800293,2,3.5,"[[""Food Trucks"",""foodtrucks""],[""Mexican"",""mexican""]]"
Sushi Itto Go,-122.2552261,47.4581146,10,2,"[[""Sushi Bars"",""sushi""],[""Japanese"",""japanese""]]"
Orange Julius,-122.2570496,47.4570541,6,3,"[[""Restaurants"",""restaurants""],[""Juice Bars \u0026 Smoothies"",""juicebars""]]"
Taco Time,-122.247697,47.441674,16,3,"[[""Fast Food"",""hotdogs""],[""Mexican"",""mexican""]]"
Panda Express,-122.2552261,47.4581146,11,3,"[[""Chinese"",""chinese""],[""Fast Food"",""hotdogs""]]"
Feedback Lounge,-122.3874283,47.5451393,125,4,"[[""Lounges"",""lounges""]]"
Emerald Cove Catering,-122.3347473,47.4427299,3,5,"[[""Caterers"",""catering""]]"
Sbarro,-122.3021417,47.443861,5,2,"[[""Pizza"",""pizza""],[""Fast Food"",""hotdogs""],[""Italian"",""italian""]]"
Thai Go Noodle Zone,-122.2552261,47.4581146,26,2.5,"[[""Thai"",""thai""]]"
Sbarro,-122.259071350098,47.458309173584,8,3,"[[""Italian"",""italian""],[""Fast Food"",""hotdogs""],[""Pizza"",""pizza""]]"
Applebee's,-122.260582,47.4436302,6,1.5,"[[""American (Traditional)"",""tradamerican""],[""Sports Bars"",""sportsbars""],[""Burgers"",""burgers""]]"
Subway,-122.2559891,47.4581299,3,2.5,"[[""Sandwiches"",""sandwiches""],[""Fast Food"",""hotdogs""]]"
Subway,-122.2580872,47.4570541,1,1,"[[""Sandwiches"",""sandwiches""],[""Fast Food"",""hotdogs""]]"
Subway,-122.262548804283,47.4501020461321,19,1.5,"[[""Fast Food"",""hotdogs""],[""Sandwiches"",""sandwiches""]]"
Wizards Casino,-122.3362198,47.4614601,15,4,"[[""Casinos"",""casinos""],[""Bars"",""bars""]]"
Mitchell's Always Cook-n,-122.57694,47.326913,5,3.5,"[[""Personal Chefs"",""personalchefs""],[""Caterers"",""catering""]]"
Cascade's Lounge,-122.2962875,47.4406013,5,2,"[[""American (Traditional)"",""tradamerican""]]"
Fig Tree Catering,-122.291549682617,47.4900817871094,1,5,"[[""Caterers"",""catering""],[""Personal Chefs"",""personalchefs""]]"
Northwest Landing,-122.260796,47.454426,4,3,"[[""American (New)"",""newamerican""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""]]"
ACME Bowling Billiards & Events,-122.253326,47.459999,142,3.5,"[[""Bowling"",""bowling""],[""Party \u0026 Event Planning"",""eventplanning""],[""Pool Halls"",""poolhalls""]]"
Good Time Ernie's,-122.336514741182,47.461923211813,12,3.5,"[[""Dive Bars"",""divebars""],[""Pool Halls"",""poolhalls""]]"
Pilot House Provisioners,-122.2962875,47.4406013,8,2.5,"[[""Pubs"",""pubs""]]"
The Hall at Fauntleroy,-122.3883133,47.5219917,14,4.5,"[[""Caterers"",""catering""],[""Venues \u0026 Event Spaces"",""venues""]]"
OutWest Bar,-122.387314,47.553764,24,3.5,"[[""Gay Bars"",""gaybars""]]"
Alaska Airlines Board Room,-122.302641,47.444067,44,3.5,"[[""Airport Lounges"",""airportlounges""]]"
Burien Elks Lodge No 2143,-122.357856,47.730838,1,4,
Poggie Tavern,-122.3871918,47.5606003,28,3.5,"[[""Bars"",""bars""]]"
Yuzen,-122.225950062275,47.5420079380274,48,3.5,"[[""Japanese"",""japanese""],[""Sushi Bars"",""sushi""]]"
Toshi's Teriyaki,-122.226426154375,47.5420065969229,9,4,"[[""Japanese"",""japanese""]]"
Pho Bac,-122.294509001076,47.5738739250491,13,4.5,"[[""Vietnamese"",""vietnamese""]]"
The Original Philly's,-122.2970428,47.5762215,119,3.5,"[[""Sandwiches"",""sandwiches""],[""Cheesesteaks"",""cheesesteaks""]]"
El Sombrero,-122.225950062275,47.5420079380274,27,3,"[[""Mexican"",""mexican""]]"
Phobulous,-122.234554588795,47.5823363798777,64,3.5,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""],[""Bubble Tea"",""bubbletea""]]"
Bias Bistro & Lounge,-122.279922,47.567963,1,5,"[[""Tapas/Small Plates"",""tapasmallplates""]]"
Willie's Taste of Soul Bar-B-Que,-122.2937012,47.5720787,147,3,"[[""Barbeque"",""bbq""],[""Soul Food"",""soulfood""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""]]"
Rainier Teriyaki,-122.2937317,47.5732498,39,3.5,"[[""Japanese"",""japanese""]]"
Freshy's Seafood Market,-122.2381134,47.5885391,73,4,"[[""Seafood Markets"",""seafoodmarkets""],[""Fish \u0026 Chips"",""fishnchips""],[""Seafood"",""seafood""]]"
Chicken Express,-122.2912598,47.5711098,10,4,"[[""Fish \u0026 Chips"",""fishnchips""],[""Chicken Wings"",""chicken_wings""]]"
Sushi Joa,-122.2340927,47.5861511,73,4,"[[""Japanese"",""japanese""],[""Sushi Bars"",""sushi""]]"
The Islander,-122.2377107,47.588636,53,3,"[[""American (Traditional)"",""tradamerican""]]"
Pon Proem Thai Restaurant,-122.233704999089,47.582918331027,70,3.5,"[[""Thai"",""thai""]]"
Island Crust Café,-122.238533,47.5886497,22,3.5,"[[""Pizza"",""pizza""],[""Kosher"",""kosher""],[""Vegetarian"",""vegetarian""]]"
Van Loi Noodle Company,-122.2947617,47.5743217,15,4,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""],[""Delis"",""delis""]]"
Fana's Cuisine,-122.2912598,47.5711098,11,4,"[[""Ethiopian"",""ethiopian""]]"
Neema's Comfort,-122.293721,47.57503,10,3.5,"[[""Food Trucks"",""foodtrucks""],[""Southern"",""southern""],[""Soul Food"",""soulfood""]]"
I Love Pho,-122.236969,47.586475,83,3.5,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""]]"
Sahara Pizza,-122.226426154375,47.5420065969229,33,3,"[[""Pizza"",""pizza""]]"
Magic Dragon,-122.28849,47.568905,12,3.5,"[[""Chinese"",""chinese""],[""Fast Food"",""hotdogs""]]"
Anise Thai Cuisine,-122.235378697515,47.586686834693,59,3.5,"[[""Thai"",""thai""]]"
Padrino's Pizza and Pasta,-122.2906265,47.5700188,44,2.5,"[[""Pizza"",""pizza""],[""Italian"",""italian""]]"
Han's Garden Chinese Restaurant,-122.2327118,47.5833015,36,3.5,"[[""Chinese"",""chinese""]]"
Thien Phat,-122.2937317,47.5732498,41,3.5,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""]]"
Georgio's Subs,-122.226609885693,47.5420065969229,8,2.5,"[[""Sandwiches"",""sandwiches""],[""Fast Food"",""hotdogs""]]"
Fast Rabbits Catering,-122.2958069,47.5776482,9,4.5,"[[""Caterers"",""catering""],[""Fast Food"",""hotdogs""]]"
Lake Thai Cuisine,-122.2214411,47.5003647,52,4.5,"[[""Thai"",""thai""]]"
Mo's Pizza,-122.2347336,47.5871086,87,3,"[[""Pizza"",""pizza""]]"
Qdoba Mexican Grill,-122.2357483,47.5871086,27,3.5,"[[""Mexican"",""mexican""],[""Fast Food"",""hotdogs""]]"
Gourmet Teriyaki,-122.235728055239,47.5866901874542,49,3,"[[""Japanese"",""japanese""]]"
Einstein Bros Bagels,-122.233223,47.585701,35,3,"[[""Sandwiches"",""sandwiches""],[""Bakeries"",""bakeries""],[""Bagels"",""bagels""]]"
Peyrassol Café at Southport,-122.203620672226,47.5029822737658,99,4,"[[""Cafes"",""cafes""]]"
Taco Time,-122.301417,47.583285,21,3.5,"[[""Fast Food"",""hotdogs""],[""Mexican"",""mexican""]]"
Roberto's Pizza & Pasta,-122.236969,47.586475,48,3,"[[""Pizza"",""pizza""],[""Italian"",""italian""],[""Sandwiches"",""sandwiches""]]"
City Cafe & Restaurant,-122.286612,47.577872,3,4.5,"[[""Ethiopian"",""ethiopian""]]"
Teriyaki Wok,-122.195084,47.531487,30,3.5,"[[""Japanese"",""japanese""]]"
McDonald's,-122.233689576387,47.5852887332439,18,2.5,"[[""Burgers"",""burgers""],[""Fast Food"",""hotdogs""]]"
Cloud 9 Burgers,-122.1791353,47.5516425,34,3.5,"[[""Burgers"",""burgers""],[""Fast Food"",""hotdogs""]]"
Zaw Artisan Bake At Home Pizza,-122.236130777771,47.5865636740174,24,3.5,"[[""Do-It-Yourself Food"",""diyfood""],[""Gluten-Free"",""gluten_free""],[""Pizza"",""pizza""]]"
Yea's Wok,-122.1667786,47.53825,360,4,"[[""Chinese"",""chinese""],[""Taiwanese"",""taiwanese""]]"
Pert's Deli,-122.284991517663,47.6023013144732,19,4,"[[""Delis"",""delis""]]"
Indian Ocean Restaurant,-122.299057,47.5990982,11,4,"[[""African"",""african""],[""Mediterranean"",""mediterranean""]]"
Little Caesars Pizza,-122.2898331,47.5692215,6,2.5,"[[""Pizza"",""pizza""]]"
Seven Star,-122.234085,47.584759,31,2.5,"[[""Chinese"",""chinese""]]"
Mustard Seed Grill & Pub,-122.1774824,47.5519582,57,3,"[[""American (Traditional)"",""tradamerican""],[""Sports Bars"",""sportsbars""],[""Pool Halls"",""poolhalls""]]"
Subway,-122.235589921474,47.5866875052452,19,2,"[[""Fast Food"",""hotdogs""],[""Sandwiches"",""sandwiches""]]"
The Urban Buggy,-122.302963,47.599854,10,4.5,"[[""Vegan"",""vegan""],[""Delis"",""delis""]]"
Vino At The Landing,-122.204802,47.498043,166,4,"[[""Wine Bars"",""wine_bars""],[""American (New)"",""newamerican""]]"
Ivar's Seafood Bar,-122.202424332619,47.507000302864,50,3.5,"[[""Seafood"",""seafood""],[""Fast Food"",""hotdogs""],[""Fish \u0026 Chips"",""fishnchips""]]"
Wendy's,-122.300827,47.579872,19,3,"[[""Fast Food"",""hotdogs""],[""Burgers"",""burgers""]]"
Angel City Deli,-122.23959043622,47.4908313900232,22,4,"[[""Barbeque"",""bbq""],[""Soul Food"",""soulfood""],[""Chicken Wings"",""chicken_wings""]]"
Taco Bell,-122.290692,47.56943,15,3,"[[""Fast Food"",""hotdogs""],[""Mexican"",""mexican""],[""Tex-Mex"",""tex-mex""]]"
Toshi's Teriyaki,-122.1692931,47.5737337,43,4.5,"[[""Japanese"",""japanese""]]"
Yak's Teriyaki,-122.329552,47.573509,26,3.5,"[[""Japanese"",""japanese""]]"
Chace's Pancake Corral,-122.198124155402,47.5963629037142,298,3.5,"[[""American (Traditional)"",""tradamerican""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""]]"
Novilhos Brazilian Steak House,-122.1729813,47.5770187,418,4,"[[""Steakhouses"",""steak""],[""Brazilian"",""brazilian""]]"
Sodo Pizza,-122.3226949,47.5726491,4,3.5,"[[""Pizza"",""pizza""]]"
Musashi's,-122.1684418,47.5772896,242,4,"[[""Japanese"",""japanese""],[""Sushi Bars"",""sushi""]]"
Katsu Burger,-122.170380391181,47.5767518921686,75,3.5,"[[""Japanese"",""japanese""],[""Burgers"",""burgers""]]"
WildFin American Grill,-122.2053932,47.4976879,195,3.5,"[[""American (New)"",""newamerican""]]"
House of Teriyaki,-122.29892,47.578098,1,4,"[[""American (New)"",""newamerican""]]"
Tofu 101,-122.168602,47.5764084,85,4,"[[""Chinese"",""chinese""],[""Taiwanese"",""taiwanese""],[""Delis"",""delis""]]"
McDonald's,-122.3000031,47.5815887,13,2,"[[""Fast Food"",""hotdogs""],[""Burgers"",""burgers""]]"
Teriyaki Town,-122.179116010666,47.5512548536062,14,3.5,"[[""Japanese"",""japanese""]]"
Square Lotus,-122.1688614,47.5792503,308,4,"[[""Vietnamese"",""vietnamese""],[""Vegetarian"",""vegetarian""]]"
Orient Express Restaurant and Lounge,-122.3295212,47.57584,119,3,"[[""Chinese"",""chinese""]]"
Denny's,-122.1955109,47.5339584,31,2.5,"[[""American (Traditional)"",""tradamerican""],[""Diners"",""diners""]]"
Five Guys Burgers and Fries,-122.202858924866,47.498618865764,341,4,"[[""Burgers"",""burgers""],[""Fast Food"",""hotdogs""]]"
Slush and Hush,-122.296417,47.574482,2,2,"[[""Restaurants"",""restaurants""],[""Coffee \u0026 Tea"",""coffee""]]"
L L Teriyaki,-122.294753417373,47.5743916722358,1,3,"[[""Vietnamese"",""vietnamese""]]"
Taste of Amazing,-122.0326191,47.5301011,12,5,"[[""Personal Chefs"",""personalchefs""],[""Caterers"",""catering""]]"
Romio's Pizza & Pasta,-122.3228607,47.5681992,15,3.5,"[[""Pizza"",""pizza""],[""Italian"",""italian""],[""Sandwiches"",""sandwiches""]]"
Blue Water Taco Grill,-122.3337708,47.5758209,10,3.5,"[[""Mexican"",""mexican""]]"
Ma Prang Thai Restaurant,-122.202519,47.491341,50,4.5,"[[""Thai"",""thai""]]"
Potbelly Sandwich Shop,-122.205128672204,47.4975692084089,72,3.5,"[[""Sandwiches"",""sandwiches""],[""Salad"",""salad""],[""Soup"",""soup""]]"
Tapatio Mexican Grill,-122.1646271,47.5391808,101,4,"[[""Mexican"",""mexican""]]"
Burger King,-122.3036804,47.5847015,15,2,"[[""Fast Food"",""hotdogs""],[""Burgers"",""burgers""]]"
Papaya Vietnamese Cafe,-122.204360961914,47.497894012035,239,3.5,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""],[""Bubble Tea"",""bubbletea""]]"
Goldbergs' Famous Delicatessen,-122.17099,47.575085,308,3.5,"[[""Delis"",""delis""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""],[""Sandwiches"",""sandwiches""]]"
Dim Sum Factory,-122.1708208,47.5749572,150,2.5,"[[""Dim Sum"",""dimsum""],[""Cantonese"",""cantonese""],[""Bakeries"",""bakeries""]]"
Madrona Eatery & Ale House,-122.28917125964,47.612803917685,60,3,"[[""American (Traditional)"",""tradamerican""]]"
Ooba Tooba Mex Grill,-122.1682663,47.5757294,55,4,"[[""Mexican"",""mexican""]]"
Café Soleil,-122.289093,47.6131096,44,4,"[[""Ethiopian"",""ethiopian""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""],[""Cafes"",""cafes""]]"
Wingstop,-122.2052307,47.4965477,45,3,"[[""Chicken Wings"",""chicken_wings""],[""Barbeque"",""bbq""]]"
Teriyaki Plus,-122.322826,47.5679977,13,3,"[[""Japanese"",""japanese""],[""Korean"",""korean""]]"
Banzai Sushi,-122.326843,47.570156,2,4,"[[""Sushi Bars"",""sushi""]]"
Shanghai Cafe,-122.17049472034,47.576609775424,131,3.5,"[[""Shanghainese"",""shanghainese""]]"
Subway,-122.300598,47.581928,8,3.5,"[[""Sandwiches"",""sandwiches""],[""Fast Food"",""hotdogs""]]"
Plum Burgers,-122.2964235,47.6087583,19,4,"[[""Food Trucks"",""foodtrucks""],[""Burgers"",""burgers""],[""Vegan"",""vegan""]]"
Torero's Mexican Restaurants,-122.2028622,47.498134,103,3.5,"[[""Mexican"",""mexican""]]"
Top Gun Seafood Restaurant,-122.172653,47.578041,400,3,"[[""Seafood"",""seafood""],[""Dim Sum"",""dimsum""],[""Cantonese"",""cantonese""]]"
Ginza,-122.2042465,47.6098595,476,4,"[[""Sushi Bars"",""sushi""],[""Japanese"",""japanese""],[""Tapas/Small Plates"",""tapasmallplates""]]"
Gilbert's on Main,-122.20642089843798,47.6103873117493,184,3.5,"[[""Bagels"",""bagels""],[""Delis"",""delis""],[""Sandwiches"",""sandwiches""]]"
El Burrito Loco,-122.2018738,47.487381,98,4.5,"[[""Mexican"",""mexican""]]"
Local Burger,-122.204628,47.6103949,175,3.5,"[[""Burgers"",""burgers""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""]]"
East African Imports & Restaurant,-122.3018875,47.5989113,6,4,"[[""Ethiopian"",""ethiopian""]]"
Caviar,-122.3467773,47.6556575,17,3.5,"[[""Food Delivery Services"",""fooddeliveryservices""]]"
I Love Pho,-122.168686,47.575401,179,3.5,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""]]"
Red Robin Gourmet Burgers,-122.2058563,47.4977608,140,3,"[[""Burgers"",""burgers""],[""American (Traditional)"",""tradamerican""]]"
Naam Thai Cuisine,-122.2891312,47.6130905,106,3.5,"[[""Thai"",""thai""]]"
Gyros House Mediterranean Grill,-122.2039566,47.4977226,165,3,"[[""Greek"",""greek""],[""Mediterranean"",""mediterranean""]]"
Kidd Valley,-122.1997833,47.5032349,42,3,"[[""Burgers"",""burgers""],[""Fast Food"",""hotdogs""]]"
Taqueria El Taco Maestro,-122.1770706,47.5044289,59,4.5,"[[""Mexican"",""mexican""]]"
Santa Fe Mexican Grill,-122.18682,47.501121,72,4,"[[""Mexican"",""mexican""]]"
World of Beer,-122.204177,47.4982163,125,3,"[[""Pubs"",""pubs""],[""American (Traditional)"",""tradamerican""]]"
Pizza Hut,-122.297957084656,47.5857847291043,20,2.5,"[[""Pizza"",""pizza""]]"
On Safari Café,-122.330394,47.5740399,5,4.5,"[[""South African"",""southafrican""],[""Mexican"",""mexican""],[""Italian"",""italian""]]"
Jet City Pizza,-122.1646271,47.5391808,45,4,"[[""Pizza"",""pizza""]]"
Mercato Stellina Pizzeria,-122.205925,47.610405,59,4,"[[""Wine Bars"",""wine_bars""],[""Pizza"",""pizza""]]"
Thai 65,-122.2026978,47.4982491,272,3,"[[""Thai"",""thai""]]"
Chang's Mongolian Grill,-122.218430157277,47.4903326383142,104,3.5,"[[""Mongolian"",""mongolian""]]"
Taco Del Mar,-122.301353,47.598625,5,3.5,"[[""Fast Food"",""hotdogs""],[""Mexican"",""mexican""]]"
Sacks Gourmet Sandwiches,-122.1693489,47.577781,48,3.5,"[[""Sandwiches"",""sandwiches""]]"
Peking Wok,-122.1683216845,47.576358381429,84,3.5,"[[""Chinese"",""chinese""],[""Korean"",""korean""]]"
Edgar's Cantina,-122.331789,47.577852,4,3.5,"[[""Mexican"",""mexican""]]"
520 Bar & Grill,-122.204414,47.610393,196,3.5,"[[""Bars"",""bars""],[""Salad"",""salad""],[""American (Traditional)"",""tradamerican""]]"
Meskel Ethiopian Restaurant,-122.298485,47.607769,95,4,"[[""Ethiopian"",""ethiopian""]]"
Pagliacci Pizza,-122.206758186221,47.6103975623846,49,4,"[[""Pizza"",""pizza""],[""Italian"",""italian""]]"
"The Rock Wood Fired Kitchen - Pizza, Burgers & Spirits",-122.204232215881,47.497894012035,355,3.5,"[[""Pizza"",""pizza""]]"
Coco Ramen & Curry Bar Izakaya,-122.201035,47.610589,141,3.5,"[[""Ramen"",""ramen""],[""Bars"",""bars""]]"
Thai Ginger,-122.1700134,47.5768394,155,2.5,"[[""Thai"",""thai""]]"
Magic Dragon,-122.3019867,47.6000595,11,3,"[[""Chinese"",""chinese""],[""Fast Food"",""hotdogs""]]"
Tasty Thai,-122.169410437346,47.5773058086634,81,3.5,"[[""Thai"",""thai""]]"
Thai Castle Restaurant,-122.1646271,47.5391808,45,3,"[[""Thai"",""thai""]]"
Sunset Gyro,-122.193841642246,47.4870581513124,33,4.5,"[[""Mediterranean"",""mediterranean""]]"
Mucho Burrito,-122.2027512,47.4977188,80,3.5,"[[""Mexican"",""mexican""],[""Fast Food"",""hotdogs""]]"
Taco City USA,-122.30274438858,47.6079714194862,16,3.5,"[[""Mexican"",""mexican""],[""Food Stands"",""foodstands""]]"
Greek Express,-122.1696777,47.5730743,88,3.5,"[[""Greek"",""greek""],[""Mediterranean"",""mediterranean""]]"
Cantinetta,-122.204815,47.610662,161,3.5,"[[""Italian"",""italian""]]"
Tokyo Japanese Restaurant,-122.1679993,47.5794296,172,3.5,"[[""Japanese"",""japanese""],[""Sushi Bars"",""sushi""]]"
Izakaya Sushi & Bar,-122.205262184143,47.4976040677415,249,2,"[[""Japanese"",""japanese""],[""Sushi Bars"",""sushi""]]"
Monsoon East,-122.203227,47.609921,325,3.5,"[[""Vietnamese"",""vietnamese""],[""Asian Fusion"",""asianfusion""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""]]"
Afghan Cuisine,-122.204426475365,47.4814935828428,182,4.5,"[[""Afghan"",""afghani""]]"
La Fuente,-122.1754227,47.5046082,104,4,"[[""Mexican"",""mexican""]]"
Meraz Tortas and Tacos,-122.238807678223,47.4909324645996,1,5,"[[""Food Trucks"",""foodtrucks""],[""Mexican"",""mexican""],[""Sandwiches"",""sandwiches""]]"
MOD Pizza,-122.20178604126,47.6132804490471,275,4,"[[""Pizza"",""pizza""],[""Fast Food"",""hotdogs""]]"
The Saigon Cafe & Deli,-122.1685715,47.5757294,24,3.5,"[[""Vietnamese"",""vietnamese""],[""Sandwiches"",""sandwiches""]]"
Genki Sushi,-122.171143144369,47.5744653493166,152,2.5,"[[""Sushi Bars"",""sushi""],[""Japanese"",""japanese""]]"
Tommy's Cafe,-122.2170639,47.4835129,175,3.5,"[[""American (Traditional)"",""tradamerican""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""],[""Diners"",""diners""]]"
Panera Bread,-122.171333581209,47.5741119682789,46,3,"[[""Sandwiches"",""sandwiches""],[""Salad"",""salad""],[""Soup"",""soup""]]"
Teriyaki Time,-122.169137522578,47.5760820508003,38,3.5,"[[""Japanese"",""japanese""]]"
Panera Bread,-122.202682,47.497742,66,3.5,"[[""Sandwiches"",""sandwiches""],[""Salad"",""salad""],[""Soup"",""soup""]]"
Central Cinema,-122.304992079735,47.6131729781628,226,4,"[[""Cinema"",""movietheaters""],[""Venues \u0026 Event Spaces"",""venues""],[""Pizza"",""pizza""]]"
Romio's Pizza & Pasta,-122.169914,47.577858,83,3,"[[""Italian"",""italian""],[""Pizza"",""pizza""],[""Sandwiches"",""sandwiches""]]"
Bake's Place - Bellevue,-122.1965866,47.6114883,89,4,"[[""Music Venues"",""musicvenues""],[""Bars"",""bars""],[""American (Traditional)"",""tradamerican""]]"
Seabell Bakery,-122.168594,47.576347,38,3.5,"[[""Bakeries"",""bakeries""],[""Japanese"",""japanese""],[""Sandwiches"",""sandwiches""]]"
Jimmy John's,-122.205195128918,47.4964633584023,73,3.5,"[[""Sandwiches"",""sandwiches""]]"
Broiler Bay,-122.1978226,47.6102867,123,3.5,"[[""Burgers"",""burgers""]]"
T'latte,-122.203163,47.611385,61,4,"[[""Coffee \u0026 Tea"",""coffee""],[""Bubble Tea"",""bubbletea""],[""Delis"",""delis""]]"
Vince's Italian Restaurant & Pizzeria,-122.1789093,47.5007515,97,3.5,"[[""Pizza"",""pizza""],[""Italian"",""italian""],[""Karaoke"",""karaoke""]]"
Ricardo's Family Mexican Restaurant,-122.1696777,47.5728836,112,3,"[[""Mexican"",""mexican""]]"
Thai Gold Triangle,-122.2048541,47.481263,86,4,"[[""Thai"",""thai""]]"
Assimba Ethiopian Cuisine,-122.2966537,47.6081085,75,4,"[[""Ethiopian"",""ethiopian""]]"
Subway,-122.3018875,47.5989113,7,3.5,"[[""Fast Food"",""hotdogs""],[""Sandwiches"",""sandwiches""]]"
Tavern Hall,-122.201900290213,47.6166631589067,170,3.5,"[[""American (New)"",""newamerican""],[""Gastropubs"",""gastropubs""]]"
Potbelly Sandwich Shop,-122.1977922,47.6140913,96,4,"[[""Sandwiches"",""sandwiches""]]"
Spicy Papaya,-122.2081419,47.4942738,7,3,"[[""Food Trucks"",""foodtrucks""],[""Laotian"",""laotian""],[""Thai"",""thai""]]"
La Cocina Del Puerco,-122.2032776,47.6102791,89,3,"[[""Mexican"",""mexican""]]"
Applebee's,-122.167915,47.578205,87,2.5,"[[""Sports Bars"",""sportsbars""],[""Burgers"",""burgers""],[""American (Traditional)"",""tradamerican""]]"
Panda Express,-122.171334,47.574501,29,3.5,"[[""Chinese"",""chinese""],[""Fast Food"",""hotdogs""]]"
Thai on Highlands,-122.180748,47.5008202,48,3.5,"[[""Thai"",""thai""]]"
Teriyaki & More,-122.2010803,47.6116791,47,3.5,"[[""Asian Fusion"",""asianfusion""],[""Thai"",""thai""]]"
Red Robin Gourmet Burgers,-122.169537842274,47.5750882923603,88,3,"[[""Burgers"",""burgers""],[""American (Traditional)"",""tradamerican""]]"
Sushi Maru,-122.200493,47.612316,405,3.5,"[[""Japanese"",""japanese""],[""Sushi Bars"",""sushi""]]"
Berliner Pub,-122.204573,47.4803659,245,4,"[[""German"",""german""],[""Pubs"",""pubs""],[""Beer, Wine \u0026 Spirits"",""beer_and_wine""]]"
Purple Café and Wine Bar,-122.198841646314,47.6142223924398,344,3.5,"[[""American (New)"",""newamerican""],[""Wine Bars"",""wine_bars""]]"
McDonald's,-122.195581421256,47.5323680788279,21,2,"[[""Fast Food"",""hotdogs""],[""Burgers"",""burgers""]]"
Little Peking,-122.175682,47.504257,51,3.5,"[[""Chinese"",""chinese""]]"
Old Country Buffet,-122.1693659,47.574039,98,2.5,"[[""Buffets"",""buffets""],[""American (New)"",""newamerican""],[""Breakfast \u0026 Brunch"",""breakfast_brunch""]]"
Jimmy John's,-122.198957,47.610821,76,4,"[[""Sandwiches"",""sandwiches""]]"
Happy at the Bay Teriyaki,-122.21475982666,47.4808731079102,37,4,"[[""Japanese"",""japanese""]]"
